Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_016920845.1	Primary Assembly	Un			JACDQR010001590.1	Chromosome		NW_024397778.1	unplaced-scaffold	10962			Contig1747
GCF_016920845.1	Primary Assembly	Un			JACDQR010001591.1	Chromosome		NW_024397779.1	unplaced-scaffold	10962			Contig1748
GCF_016920845.1	Primary Assembly	Un			JACDQR010001592.1	Chromosome		NW_024397780.1	unplaced-scaffold	10955			Contig1749
GCF_016920845.1	Primary Assembly	Un			JACDQR010001593.1	Chromosome		NW_024397782.1	unplaced-scaffold	1152			Contig1750
GCF_016920845.1	Primary Assembly	Un			JACDQR010001594.1	Chromosome		NW_024397783.1	unplaced-scaffold	1148			Contig1751
GCF_016920845.1	Primary Assembly	Un			JACDQR010001595.1	Chromosome		NW_024397784.1	unplaced-scaffold	2288			Contig1752
GCF_016920845.1	Primary Assembly	Un			JACDQR010001596.1	Chromosome		NW_024397785.1	unplaced-scaffold	4903			Contig1753
GCF_016920845.1	Primary Assembly	Un			JACDQR010001597.1	Chromosome		NW_024397786.1	unplaced-scaffold	10934			Contig1754
GCF_016920845.1	Primary Assembly	Un			JACDQR010001598.1	Chromosome		NW_024397787.1	unplaced-scaffold	10925			Contig1755
GCF_016920845.1	Primary Assembly	Un			JACDQR010001599.1	Chromosome		NW_024397788.1	unplaced-scaffold	8132			Contig1756
GCF_016920845.1	Primary Assembly	Un			JACDQR010001600.1	Chromosome		NW_024397789.1	unplaced-scaffold	2686			Contig1757
GCF_016920845.1	Primary Assembly	Un			JACDQR010001601.1	Chromosome		NW_024397790.1	unplaced-scaffold	4918			Contig1758
GCF_016920845.1	Primary Assembly	Un			JACDQR010001602.1	Chromosome		NW_024397791.1	unplaced-scaffold	3206			Contig1759
GCF_016920845.1	Primary Assembly	Un			JACDQR010001603.1	Chromosome		NW_024397793.1	unplaced-scaffold	2347			Contig1760
GCF_016920845.1	Primary Assembly	Un			JACDQR010001604.1	Chromosome		NW_024397794.1	unplaced-scaffold	10912			Contig1761
GCF_016920845.1	Primary Assembly	Un			JACDQR010001605.1	Chromosome		NW_024397795.1	unplaced-scaffold	1747			Contig1762
GCF_016920845.1	Primary Assembly	Un			JACDQR010001606.1	Chromosome		NW_024397796.1	unplaced-scaffold	2177			Contig1765
GCF_016920845.1	Primary Assembly	Un			JACDQR010001607.1	Chromosome		NW_024397797.1	unplaced-scaffold	10864			Contig1766
GCF_016920845.1	Primary Assembly	Un			JACDQR010001608.1	Chromosome		NW_024397798.1	unplaced-scaffold	3149			Contig1767
GCF_016920845.1	Primary Assembly	Un			JACDQR010001609.1	Chromosome		NW_024397799.1	unplaced-scaffold	7596			Contig1768
GCF_016920845.1	Primary Assembly	Un			JACDQR010001610.1	Chromosome		NW_024397800.1	unplaced-scaffold	10844			Contig1769
GCF_016920845.1	Primary Assembly	Un			JACDQR010001611.1	Chromosome		NW_024397802.1	unplaced-scaffold	10837			Contig1770
GCF_016920845.1	Primary Assembly	Un			JACDQR010001612.1	Chromosome		NW_024397803.1	unplaced-scaffold	10825			Contig1771
GCF_016920845.1	Primary Assembly	Un			JACDQR010001613.1	Chromosome		NW_024397804.1	unplaced-scaffold	1503			Contig1772
GCF_016920845.1	Primary Assembly	Un			JACDQR010001614.1	Chromosome		NW_024397805.1	unplaced-scaffold	7381			Contig1773
GCF_016920845.1	Primary Assembly	Un			JACDQR010001615.1	Chromosome		NW_024397806.1	unplaced-scaffold	1826			Contig1774
GCF_016920845.1	Primary Assembly	Un			JACDQR010001616.1	Chromosome		NW_024397807.1	unplaced-scaffold	1148			Contig1775
GCF_016920845.1	Primary Assembly	Un			JACDQR010001617.1	Chromosome		NW_024397808.1	unplaced-scaffold	1413			Contig1776
GCF_016920845.1	Primary Assembly	Un			JACDQR010001618.1	Chromosome		NW_024397809.1	unplaced-scaffold	2860			Contig1777
GCF_016920845.1	Primary Assembly	Un			JACDQR010001619.1	Chromosome		NW_024397810.1	unplaced-scaffold	1891			Contig1778
GCF_016920845.1	Primary Assembly	Un			JACDQR010001620.1	Chromosome		NW_024397811.1	unplaced-scaffold	3590			Contig1779
GCF_016920845.1	Primary Assembly	Un			JACDQR010001621.1	Chromosome		NW_024397813.1	unplaced-scaffold	7082			Contig1780
GCF_016920845.1	Primary Assembly	Un			JACDQR010001622.1	Chromosome		NW_024397814.1	unplaced-scaffold	10771			Contig1781
GCF_016920845.1	Primary Assembly	Un			JACDQR010001623.1	Chromosome		NW_024397815.1	unplaced-scaffold	10763			Contig1782
GCF_016920845.1	Primary Assembly	Un			JACDQR010001624.1	Chromosome		NW_024397816.1	unplaced-scaffold	10760			Contig1783
GCF_016920845.1	Primary Assembly	Un			JACDQR010001625.1	Chromosome		NW_024397817.1	unplaced-scaffold	10711			Contig1785
GCF_016920845.1	Primary Assembly	Un			JACDQR010001626.1	Chromosome		NW_024397818.1	unplaced-scaffold	10686			Contig1786
GCF_016920845.1	Primary Assembly	Un			JACDQR010001627.1	Chromosome		NW_024397819.1	unplaced-scaffold	8955			Contig1787
GCF_016920845.1	Primary Assembly	Un			JACDQR010001628.1	Chromosome		NW_024397820.1	unplaced-scaffold	1564			Contig1788
GCF_016920845.1	Primary Assembly	Un			JACDQR010001629.1	Chromosome		NW_024397821.1	unplaced-scaffold	3414			Contig1789
GCF_016920845.1	Primary Assembly	Un			JACDQR010001630.1	Chromosome		NW_024397823.1	unplaced-scaffold	3062			Contig1790
GCF_016920845.1	Primary Assembly	Un			JACDQR010001631.1	Chromosome		NW_024397824.1	unplaced-scaffold	1999			Contig1791
GCF_016920845.1	Primary Assembly	Un			JACDQR010001632.1	Chromosome		NW_024397825.1	unplaced-scaffold	10632			Contig1792
GCF_016920845.1	Primary Assembly	Un			JACDQR010001633.1	Chromosome		NW_024397826.1	unplaced-scaffold	1918			Contig1793
GCF_016920845.1	Primary Assembly	Un			JACDQR010001634.1	Chromosome		NW_024397827.1	unplaced-scaffold	7631			Contig1794
GCF_016920845.1	Primary Assembly	Un			JACDQR010001635.1	Chromosome		NW_024397828.1	unplaced-scaffold	760			Contig1796
GCF_016920845.1	Primary Assembly	Un			JACDQR010001636.1	Chromosome		NW_024397829.1	unplaced-scaffold	9002			Contig1797
GCF_016920845.1	Primary Assembly	Un			JACDQR010001637.1	Chromosome		NW_024397830.1	unplaced-scaffold	10584			Contig1798
GCF_016920845.1	Primary Assembly	Un			JACDQR010001638.1	Chromosome		NW_024397831.1	unplaced-scaffold	10578			Contig1799
GCF_016920845.1	Primary Assembly	Un			JACDQR010001639.1	Chromosome		NW_024397834.1	unplaced-scaffold	780			Contig1800
GCF_016920845.1	Primary Assembly	Un			JACDQR010001640.1	Chromosome		NW_024397835.1	unplaced-scaffold	8859			Contig1801
GCF_016920845.1	Primary Assembly	Un			JACDQR010001641.1	Chromosome		NW_024397836.1	unplaced-scaffold	9413			Contig1802
GCF_016920845.1	Primary Assembly	Un			JACDQR010001642.1	Chromosome		NW_024397837.1	unplaced-scaffold	2380			Contig1804
GCF_016920845.1	Primary Assembly	Un			JACDQR010001643.1	Chromosome		NW_024397838.1	unplaced-scaffold	508			Contig1805
GCF_016920845.1	Primary Assembly	Un			JACDQR010001644.1	Chromosome		NW_024397839.1	unplaced-scaffold	7385			Contig1806
GCF_016920845.1	Primary Assembly	Un			JACDQR010001645.1	Chromosome		NW_024397840.1	unplaced-scaffold	10474			Contig1807
GCF_016920845.1	Primary Assembly	Un			JACDQR010001646.1	Chromosome		NW_024397841.1	unplaced-scaffold	10471			Contig1808
GCF_016920845.1	Primary Assembly	Un			JACDQR010001647.1	Chromosome		NW_024397842.1	unplaced-scaffold	10438			Contig1809
GCF_016920845.1	Primary Assembly	Un			JACDQR010001648.1	Chromosome		NW_024397843.1	unplaced-scaffold	10434			Contig1810
GCF_016920845.1	Primary Assembly	Un			JACDQR010001649.1	Chromosome		NW_024397844.1	unplaced-scaffold	10393			Contig1811
GCF_016920845.1	Primary Assembly	Un			JACDQR010001650.1	Chromosome		NW_024397845.1	unplaced-scaffold	10384			Contig1812
GCF_016920845.1	Primary Assembly	Un			JACDQR010001651.1	Chromosome		NW_024397846.1	unplaced-scaffold	750			Contig1813
GCF_016920845.1	Primary Assembly	Un			JACDQR010001652.1	Chromosome		NW_024397847.1	unplaced-scaffold	693			Contig1814
GCF_016920845.1	Primary Assembly	Un			JACDQR010001653.1	Chromosome		NW_024397848.1	unplaced-scaffold	2551			Contig1816
GCF_016920845.1	Primary Assembly	Un			JACDQR010001654.1	Chromosome		NW_024397849.1	unplaced-scaffold	10342			Contig1817
GCF_016920845.1	Primary Assembly	Un			JACDQR010001655.1	Chromosome		NW_024397850.1	unplaced-scaffold	10336			Contig1818
GCF_016920845.1	Primary Assembly	Un			JACDQR010001656.1	Chromosome		NW_024397851.1	unplaced-scaffold	10304			Contig1819
GCF_016920845.1	Primary Assembly	Un			JACDQR010001657.1	Chromosome		NW_024397852.1	unplaced-scaffold	10300			Contig1820
GCF_016920845.1	Primary Assembly	Un			JACDQR010001658.1	Chromosome		NW_024397853.1	unplaced-scaffold	6327			Contig1821
GCF_016920845.1	Primary Assembly	Un			JACDQR010001659.1	Chromosome		NW_024397854.1	unplaced-scaffold	3672			Contig1822
GCF_016920845.1	Primary Assembly	Un			JACDQR010001660.1	Chromosome		NW_024397855.1	unplaced-scaffold	10247			Contig1823
GCF_016920845.1	Primary Assembly	Un			JACDQR010001661.1	Chromosome		NW_024397856.1	unplaced-scaffold	10208			Contig1824
GCF_016920845.1	Primary Assembly	Un			JACDQR010001662.1	Chromosome		NW_024397857.1	unplaced-scaffold	10201			Contig1825
GCF_016920845.1	Primary Assembly	Un			JACDQR010001663.1	Chromosome		NW_024397858.1	unplaced-scaffold	1099			Contig1826
GCF_016920845.1	Primary Assembly	Un			JACDQR010001664.1	Chromosome		NW_024397859.1	unplaced-scaffold	5489			Contig1827
GCF_016920845.1	Primary Assembly	Un			JACDQR010001665.1	Chromosome		NW_024397860.1	unplaced-scaffold	10187			Contig1829
GCF_016920845.1	Primary Assembly	Un			JACDQR010001666.1	Chromosome		NW_024397862.1	unplaced-scaffold	1646			Contig1830
GCF_016920845.1	Primary Assembly	Un			JACDQR010001667.1	Chromosome		NW_024397863.1	unplaced-scaffold	6787			Contig1831
GCF_016920845.1	Primary Assembly	Un			JACDQR010001668.1	Chromosome		NW_024397864.1	unplaced-scaffold	10150			Contig1832
GCF_016920845.1	Primary Assembly	Un			JACDQR010001669.1	Chromosome		NW_024397865.1	unplaced-scaffold	10144			Contig1833
GCF_016920845.1	Primary Assembly	Un			JACDQR010001670.1	Chromosome		NW_024397866.1	unplaced-scaffold	2387			Contig1834
GCF_016920845.1	Primary Assembly	Un			JACDQR010001671.1	Chromosome		NW_024397867.1	unplaced-scaffold	7573			Contig1835
GCF_016920845.1	Primary Assembly	Un			JACDQR010001672.1	Chromosome		NW_024397868.1	unplaced-scaffold	10128			Contig1836
GCF_016920845.1	Primary Assembly	Un			JACDQR010001673.1	Chromosome		NW_024397869.1	unplaced-scaffold	6855			Contig1838
GCF_016920845.1	Primary Assembly	Un			JACDQR010001674.1	Chromosome		NW_024397870.1	unplaced-scaffold	4562			Contig1839
GCF_016920845.1	Primary Assembly	Un			JACDQR010001675.1	Chromosome		NW_024397872.1	unplaced-scaffold	5192			Contig1840
GCF_016920845.1	Primary Assembly	Un			JACDQR010001676.1	Chromosome		NW_024397873.1	unplaced-scaffold	10105			Contig1841
GCF_016920845.1	Primary Assembly	Un			JACDQR010001677.1	Chromosome		NW_024397874.1	unplaced-scaffold	10070			Contig1842
GCF_016920845.1	Primary Assembly	Un			JACDQR010001678.1	Chromosome		NW_024397875.1	unplaced-scaffold	10062			Contig1843
GCF_016920845.1	Primary Assembly	Un			JACDQR010001679.1	Chromosome		NW_024397876.1	unplaced-scaffold	10054			Contig1844
GCF_016920845.1	Primary Assembly	Un			JACDQR010001680.1	Chromosome		NW_024397877.1	unplaced-scaffold	7910			Contig1845
GCF_016920845.1	Primary Assembly	Un			JACDQR010001681.1	Chromosome		NW_024397878.1	unplaced-scaffold	2043			Contig1846
GCF_016920845.1	Primary Assembly	Un			JACDQR010001682.1	Chromosome		NW_024397879.1	unplaced-scaffold	7629			Contig1848
GCF_016920845.1	Primary Assembly	Un			JACDQR010001683.1	Chromosome		NW_024397880.1	unplaced-scaffold	10038			Contig1849
GCF_016920845.1	Primary Assembly	Un			JACDQR010001684.1	Chromosome		NW_024397881.1	unplaced-scaffold	10029			Contig1850
GCF_016920845.1	Primary Assembly	Un			JACDQR010001685.1	Chromosome		NW_024397882.1	unplaced-scaffold	10029			Contig1851
GCF_016920845.1	Primary Assembly	Un			JACDQR010001686.1	Chromosome		NW_024397883.1	unplaced-scaffold	10009			Contig1852
GCF_016920845.1	Primary Assembly	Un			JACDQR010001687.1	Chromosome		NW_024397884.1	unplaced-scaffold	2003			Contig1853
GCF_016920845.1	Primary Assembly	Un			JACDQR010001688.1	Chromosome		NW_024397885.1	unplaced-scaffold	6694			Contig1855
GCF_016920845.1	Primary Assembly	Un			JACDQR010001689.1	Chromosome		NW_024397886.1	unplaced-scaffold	9987			Contig1856
GCF_016920845.1	Primary Assembly	Un			JACDQR010001690.1	Chromosome		NW_024397887.1	unplaced-scaffold	6837			Contig1858
GCF_016920845.1	Primary Assembly	Un			JACDQR010001691.1	Chromosome		NW_024397888.1	unplaced-scaffold	2003			Contig1859
GCF_016920845.1	Primary Assembly	Un			JACDQR010001692.1	Chromosome		NW_024397890.1	unplaced-scaffold	9976			Contig1860
GCF_016920845.1	Primary Assembly	Un			JACDQR010001693.1	Chromosome		NW_024397891.1	unplaced-scaffold	3361			Contig1861
GCF_016920845.1	Primary Assembly	Un			JACDQR010001694.1	Chromosome		NW_024397892.1	unplaced-scaffold	6500			Contig1862
GCF_016920845.1	Primary Assembly	Un			JACDQR010001695.1	Chromosome		NW_024397893.1	unplaced-scaffold	2133			Contig1863
GCF_016920845.1	Primary Assembly	Un			JACDQR010001696.1	Chromosome		NW_024397894.1	unplaced-scaffold	5603			Contig1864
GCF_016920845.1	Primary Assembly	Un			JACDQR010001697.1	Chromosome		NW_024397895.1	unplaced-scaffold	1694			Contig1865
GCF_016920845.1	Primary Assembly	Un			JACDQR010001698.1	Chromosome		NW_024397896.1	unplaced-scaffold	2925			Contig1866
GCF_016920845.1	Primary Assembly	Un			JACDQR010001699.1	Chromosome		NW_024397897.1	unplaced-scaffold	9923			Contig1868
GCF_016920845.1	Primary Assembly	Un			JACDQR010001700.1	Chromosome		NW_024397898.1	unplaced-scaffold	5936			Contig1869
GCF_016920845.1	Primary Assembly	Un			JACDQR010001701.1	Chromosome		NW_024397900.1	unplaced-scaffold	3076			Contig1870
GCF_016920845.1	Primary Assembly	Un			JACDQR010001702.1	Chromosome		NW_024397901.1	unplaced-scaffold	9841			Contig1871
GCF_016920845.1	Primary Assembly	Un			JACDQR010001703.1	Chromosome		NW_024397902.1	unplaced-scaffold	1091			Contig1873
GCF_016920845.1	Primary Assembly	Un			JACDQR010001704.1	Chromosome		NW_024397903.1	unplaced-scaffold	5313			Contig1874
GCF_016920845.1	Primary Assembly	Un			JACDQR010001705.1	Chromosome		NW_024397904.1	unplaced-scaffold	2523			Contig1875
GCF_016920845.1	Primary Assembly	Un			JACDQR010001706.1	Chromosome		NW_024397905.1	unplaced-scaffold	9814			Contig1876
GCF_016920845.1	Primary Assembly	Un			JACDQR010001707.1	Chromosome		NW_024397906.1	unplaced-scaffold	9805			Contig1877
GCF_016920845.1	Primary Assembly	Un			JACDQR010001708.1	Chromosome		NW_024397907.1	unplaced-scaffold	9750			Contig1878
GCF_016920845.1	Primary Assembly	Un			JACDQR010001709.1	Chromosome		NW_024397908.1	unplaced-scaffold	9715			Contig1879
GCF_016920845.1	Primary Assembly	Un			JACDQR010001710.1	Chromosome		NW_024397910.1	unplaced-scaffold	9715			Contig1880
GCF_016920845.1	Primary Assembly	Un			JACDQR010001711.1	Chromosome		NW_024397911.1	unplaced-scaffold	9659			Contig1881
GCF_016920845.1	Primary Assembly	Un			JACDQR010001712.1	Chromosome		NW_024397912.1	unplaced-scaffold	1470			Contig1882
GCF_016920845.1	Primary Assembly	Un			JACDQR010001713.1	Chromosome		NW_024397913.1	unplaced-scaffold	7552			Contig1883
GCF_016920845.1	Primary Assembly	Un			JACDQR010001714.1	Chromosome		NW_024397914.1	unplaced-scaffold	9640			Contig1884
GCF_016920845.1	Primary Assembly	Un			JACDQR010001715.1	Chromosome		NW_024397915.1	unplaced-scaffold	9639			Contig1885
GCF_016920845.1	Primary Assembly	Un			JACDQR010001716.1	Chromosome		NW_024397916.1	unplaced-scaffold	9638			Contig1886
GCF_016920845.1	Primary Assembly	Un			JACDQR010001717.1	Chromosome		NW_024397917.1	unplaced-scaffold	9612			Contig1887
GCF_016920845.1	Primary Assembly	Un			JACDQR010001718.1	Chromosome		NW_024397918.1	unplaced-scaffold	9603			Contig1888
GCF_016920845.1	Primary Assembly	Un			JACDQR010001719.1	Chromosome		NW_024397919.1	unplaced-scaffold	9587			Contig1889
GCF_016920845.1	Primary Assembly	Un			JACDQR010001720.1	Chromosome		NW_024397921.1	unplaced-scaffold	9579			Contig1890
GCF_016920845.1	Primary Assembly	Un			JACDQR010001721.1	Chromosome		NW_024397922.1	unplaced-scaffold	9550			Contig1891
GCF_016920845.1	Primary Assembly	Un			JACDQR010001722.1	Chromosome		NW_024397923.1	unplaced-scaffold	9546			Contig1892
GCF_016920845.1	Primary Assembly	Un			JACDQR010001723.1	Chromosome		NW_024397924.1	unplaced-scaffold	2990			Contig1895
GCF_016920845.1	Primary Assembly	Un			JACDQR010001724.1	Chromosome		NW_024397925.1	unplaced-scaffold	9502			Contig1896
GCF_016920845.1	Primary Assembly	Un			JACDQR010001725.1	Chromosome		NW_024397926.1	unplaced-scaffold	9481			Contig1897
GCF_016920845.1	Primary Assembly	Un			JACDQR010001726.1	Chromosome		NW_024397927.1	unplaced-scaffold	9468			Contig1898
GCF_016920845.1	Primary Assembly	Un			JACDQR010001727.1	Chromosome		NW_024397928.1	unplaced-scaffold	9455			Contig1899
GCF_016920845.1	Primary Assembly	Un			JACDQR010001728.1	Chromosome		NW_024397930.1	unplaced-scaffold	9454			Contig1900
GCF_016920845.1	Primary Assembly	Un			JACDQR010001729.1	Chromosome		NW_024397931.1	unplaced-scaffold	9441			Contig1901
GCF_016920845.1	Primary Assembly	Un			JACDQR010001730.1	Chromosome		NW_024397932.1	unplaced-scaffold	9425			Contig1902
GCF_016920845.1	Primary Assembly	Un			JACDQR010001731.1	Chromosome		NW_024397933.1	unplaced-scaffold	9400			Contig1903
GCF_016920845.1	Primary Assembly	Un			JACDQR010001732.1	Chromosome		NW_024397934.1	unplaced-scaffold	2212			Contig1904
GCF_016920845.1	Primary Assembly	Un			JACDQR010001733.1	Chromosome		NW_024397935.1	unplaced-scaffold	6799			Contig1905
GCF_016920845.1	Primary Assembly	Un			JACDQR010001734.1	Chromosome		NW_024397936.1	unplaced-scaffold	9391			Contig1906
GCF_016920845.1	Primary Assembly	Un			JACDQR010001735.1	Chromosome		NW_024397937.1	unplaced-scaffold	9389			Contig1907
GCF_016920845.1	Primary Assembly	Un			JACDQR010001736.1	Chromosome		NW_024397938.1	unplaced-scaffold	3183			Contig1908
GCF_016920845.1	Primary Assembly	Un			JACDQR010001737.1	Chromosome		NW_024397940.1	unplaced-scaffold	1957			Contig1910
GCF_016920845.1	Primary Assembly	Un			JACDQR010001738.1	Chromosome		NW_024397941.1	unplaced-scaffold	9359			Contig1911
GCF_016920845.1	Primary Assembly	Un			JACDQR010001739.1	Chromosome		NW_024397942.1	unplaced-scaffold	9345			Contig1912
GCF_016920845.1	Primary Assembly	Un			JACDQR010001740.1	Chromosome		NW_024397943.1	unplaced-scaffold	9314			Contig1913
GCF_016920845.1	Primary Assembly	Un			JACDQR010001741.1	Chromosome		NW_024397944.1	unplaced-scaffold	9280			Contig1914
GCF_016920845.1	Primary Assembly	Un			JACDQR010001742.1	Chromosome		NW_024397945.1	unplaced-scaffold	9273			Contig1915
GCF_016920845.1	Primary Assembly	Un			JACDQR010001743.1	Chromosome		NW_024397946.1	unplaced-scaffold	9250			Contig1916
GCF_016920845.1	Primary Assembly	Un			JACDQR010001744.1	Chromosome		NW_024397947.1	unplaced-scaffold	1307			Contig1917
GCF_016920845.1	Primary Assembly	Un			JACDQR010001745.1	Chromosome		NW_024397948.1	unplaced-scaffold	7776			Contig1918
GCF_016920845.1	Primary Assembly	Un			JACDQR010001746.1	Chromosome		NW_024397949.1	unplaced-scaffold	9218			Contig1919
GCF_016920845.1	Primary Assembly	Un			JACDQR010001747.1	Chromosome		NW_024397951.1	unplaced-scaffold	9195			Contig1920
GCF_016920845.1	Primary Assembly	Un			JACDQR010001748.1	Chromosome		NW_024397952.1	unplaced-scaffold	4105			Contig1921
GCF_016920845.1	Primary Assembly	Un			JACDQR010001749.1	Chromosome		NW_024397953.1	unplaced-scaffold	4983			Contig1922
GCF_016920845.1	Primary Assembly	Un			JACDQR010001750.1	Chromosome		NW_024397954.1	unplaced-scaffold	6054			Contig1923
GCF_016920845.1	Primary Assembly	Un			JACDQR010001751.1	Chromosome		NW_024397955.1	unplaced-scaffold	3004			Contig1924
GCF_016920845.1	Primary Assembly	Un			JACDQR010001752.1	Chromosome		NW_024397956.1	unplaced-scaffold	9155			Contig1925
GCF_016920845.1	Primary Assembly	Un			JACDQR010001753.1	Chromosome		NW_024397957.1	unplaced-scaffold	9138			Contig1926
GCF_016920845.1	Primary Assembly	Un			JACDQR010001754.1	Chromosome		NW_024397958.1	unplaced-scaffold	6821			Contig1927
GCF_016920845.1	Primary Assembly	Un			JACDQR010001755.1	Chromosome		NW_024397959.1	unplaced-scaffold	2054			Contig1928
GCF_016920845.1	Primary Assembly	Un			JACDQR010001756.1	Chromosome		NW_024397960.1	unplaced-scaffold	9132			Contig1929
